Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR2244888,2018-01-26 11:16:38,2018-01-30 10:04:46,13041761,1956264150,13041761,150,681,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244888,ERX2296911,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086905,SAMEA104468963,simple,9031,Gallus gallus,LN.C.B3.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,067CDB7D5E462B864CCDDF13F1987AFC,C26A90623A39039DA6399B74C0E03B4F
ERR2244889,2018-01-26 11:16:38,2018-01-30 10:04:35,14241156,2136173400,14241156,150,746,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244889,ERX2296912,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086904,SAMEA104468962,simple,9031,Gallus gallus,L6.C.B2.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,10C55FA0E6E3BAEDFFBB7DECFAA3D036,7B0F5D7BAA23C810CCAA41941095533F
ERR2244890,2018-01-26 11:16:38,2018-01-30 10:05:54,14902822,2235423300,14902822,150,788,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244890,ERX2296913,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086913,SAMEA104468971,simple,9031,Gallus gallus,L6.I.B6.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,9E5188E0CCF5C80F82C2D4C215ABBFB3,F9688D015DBD8F332265A2298A4EF08D
ERR2244891,2018-01-26 11:16:38,2018-01-30 10:05:15,13212846,1981926900,13212846,150,699,,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR2244/ERR2244891,ERX2296914,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086915,SAMEA104468973,simple,9031,Gallus gallus,L6.C.B4.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,224AA186C98D96A55B85AF3461F462DF,B5A9EF23B57757D7FC81E74143C44A84
ERR2244892,2018-01-26 11:16:38,2018-01-30 10:05:58,15244852,2286727800,15244852,150,805,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244892,ERX2296915,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086916,SAMEA104468974,simple,9031,Gallus gallus,L6.I.B2.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,7E4F7B4728C2FF3720CBBD99A0DFC54D,34FF8C86A995486C6DCBA14E1FC6492B
ERR2244893,2018-01-26 11:16:38,2018-01-30 10:05:21,15030343,2254551450,15030343,150,793,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244893,ERX2296916,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086899,SAMEA104468957,simple,9031,Gallus gallus,L6.C.B5.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,795BE9DE8BCD559BBCEE306A96EBA2A4,F674C287FD93665E05523F7CCD43AF1F
ERR2244894,2018-01-26 11:16:38,2018-01-30 10:06:01,15725069,2358760350,15725069,150,832,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244894,ERX2296917,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086902,SAMEA104468960,simple,9031,Gallus gallus,L6.I.B6.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,22ABDF28F17EC8712056911B02FB61DA,42665810FC527B69E1D7F44004594CF7
ERR2244895,2018-01-26 11:16:38,2018-01-30 10:06:42,17052211,2557831650,17052211,150,899,,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR2244/ERR2244895,ERX2296918,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086901,SAMEA104468959,simple,9031,Gallus gallus,LN.I.B6.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,5863BD35975D26BD4713DC7160B20D9B,5CCD0916CB69DDC9E69F33C4F6A7B0CE
ERR2244896,2018-01-26 11:16:38,2018-01-30 10:06:44,17159725,2573958750,17159725,150,902,,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR2244/ERR2244896,ERX2296919,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086896,SAMEA104468954,simple,9031,Gallus gallus,LN.I.B1.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,29C19514618EAED99B638EFFBF81EE05,41E99DBF4FF64410EC7D4259B5B7B955
ERR2244897,2018-01-26 11:16:38,2018-01-30 10:06:45,15481150,2322172500,15481150,150,820,,https://sra-download.ncbi.nlm.nih.gov/traces/era18/ERR/ERR2244/ERR2244897,ERX2296920,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086914,SAMEA104468972,simple,9031,Gallus gallus,L6.I.B1.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,6DD7B2432E0C045E5ACF42ECA8ED5C5A,49DA434822E53717988651A9BAEE3808
ERR2244898,2018-01-26 11:16:38,2018-01-30 10:07:21,13539013,2030851950,13539013,150,713,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244898,ERX2296921,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086911,SAMEA104468969,simple,9031,Gallus gallus,L6.C.B5.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,3BF02D87F7B04F4E6F1B7B123C744A96,EC7C2D8676C7A0E9ED48AA0FB734196D
ERR2244899,2018-01-26 11:16:38,2018-01-30 10:07:23,13712611,2056891650,13712611,150,723,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244899,ERX2296922,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086895,SAMEA104468953,simple,9031,Gallus gallus,LN.C.B1.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,AEABDA6ED2E5CAF026E2C701609C75FC,D297734F123C1EFC352DFA32D360B252
ERR2244900,2018-01-26 11:16:38,2018-01-30 10:07:25,13724843,2058726450,13724843,150,720,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244900,ERX2296923,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086908,SAMEA104468966,simple,9031,Gallus gallus,L6.C.B1.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,8CC95FDC99F68DA5EEF80972D9B8BC80,33CE1FBD37C9C5B9A38B84AF56DF9ED2
ERR2244901,2018-01-26 11:16:38,2018-01-30 10:08:39,16298698,2444804700,16298698,150,858,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244901,ERX2296924,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086903,SAMEA104468961,simple,9031,Gallus gallus,LN.I.B1.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,0F2A109DD8D222F00DB6770623F1DF26,95EF1FB42A9DBD2B93C405A5300D7DD9
ERR2244902,2018-01-26 11:16:38,2018-01-30 10:07:59,15329077,2299361550,15329077,150,813,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244902,ERX2296925,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086912,SAMEA104468970,simple,9031,Gallus gallus,LN.I.B2.5dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,D81020EC0BB6AF9C9D17572470875502,D194D3913188BE7CD80683BDFA54766B
ERR2244903,2018-01-26 11:16:38,2018-01-30 10:08:03,15908475,2386271250,15908475,150,839,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244903,ERX2296926,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086907,SAMEA104468965,simple,9031,Gallus gallus,L6.I.B1.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,DCCFA045C8673A5397280985ACBC8E29,2AD5DF5969C64B48D594DABD6702D6CC
ERR2244904,2018-01-26 11:16:38,2018-01-30 10:08:42,15490850,2323627500,15490850,150,809,,https://sra-download.ncbi.nlm.nih.gov/traces/era19/ERR/ERR2244/ERR2244904,ERX2296927,unspecified,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,165,0,ILLUMINA,Illumina HiSeq 2500,ERP106221,PRJEB24399,,430375,ERS2086900,SAMEA104468958,simple,9031,Gallus gallus,L6.I.B5.1dpi,,,,,,,no,,,,,UNIVERSITY OF EDINBURGH,ERA1179828,,public,C48AFC19E4955A48FF1B10DBE567FDE7,C3EAC1777DF4ADC5929DDAB7D002F531
ERR2286007,2018-02-08 08:02:43,2018-02-16 15:50:56,148832,241023906,0,1619,58,,https://sra-download.ncbi.nlm.nih.gov/traces/era20/ERR/ERR2286/ERR2286007,ERX2337533,Chicken_broiler_Iso-Seq_Ovary,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,PacBio RS II,ERP106682,PRJEB24826,,435211,ERS2180694,SAMEA104569410,simple,9031,Gallus gallus,Chicken_broiler_Iso-Seq_Ovary1,,,,,Female,,no,,,,,"ROSLIN INSTITUTE, UNIVERSITY OF EDINBURGH",ERA1204186,,public,DFCA9E8CE291CDCEAC910E69283AA77A,06180C0DA0FDF081B1B1B01262BE3D22
SRR6713504,2018-02-12 20:17:13,2018-02-12 19:44:11,35217736,5282660400,35217736,150,2300,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713504,SRX3686954,ctin_F_brain,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946969,SAMN08476476,simple,30464,Nothoprocta perdicaria,ctin_F_brain,,,,,female,,no,,,,,,SRA658976,,public,36F03282E6E2EA55233A6992B9F6545C,8EE5D5E88FCEB774BAA0EC4E5F84E141
SRR6713505,2018-02-12 19:46:14,2018-02-12 19:42:41,29745847,4461877050,29745847,150,1927,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/006556/SRR6713505,SRX3686953,ctin_F_gonad,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946970,SAMN08476477,simple,30464,Nothoprocta perdicaria,ctin_F_gonad,,,,,female,,no,,,,,,SRA658976,,public,F8A16321699885D13680DE67C3D45140,5879CBF3D2865F6506990F4CF065C959
SRR6713506,2018-02-12 20:18:28,2018-02-12 19:43:54,33893424,5084013600,33893424,150,2215,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713506,SRX3686952,ctin_M_brain,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946968,SAMN08476478,simple,30464,Nothoprocta perdicaria,ctin_M_brain,,,,,male,,no,,,,,,SRA658976,,public,F602430B5AD78740DDEA8C0A975AAF88,705F044E5866C5F089EDD1E9AF6F58FA
SRR6713507,2018-02-12 20:17:13,2018-02-12 19:46:14,38244484,5736672600,38244484,150,2497,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713507,SRX3686951,ctin_M_gonad,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946967,SAMN08476480,simple,30464,Nothoprocta perdicaria,ctin_M_gonad,,,,,male,,no,,,,,,SRA658976,,public,9D5AFEB1187EAD69F8E986F63C2B73F0,F2CDB308012332357DA20339AE5AB06F
SRR6713508,2018-02-12 20:19:12,2018-02-12 19:48:50,41870915,6280637250,41870915,150,2736,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713508,SRX3686950,ctin_M_liver,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946966,SAMN08476479,simple,30464,Nothoprocta perdicaria,ctin_M_liver,,,,,male,,no,,,,,,SRA658976,,public,94612F820E1834035EB2E0C2441A01E6,0DE116CE3026BDD97B4A7767008B2320
SRR6713509,2018-02-12 20:14:13,2018-02-12 19:44:38,36590549,5488582350,36590549,150,2349,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713509,SRX3686949,emu_F1_brain,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946965,SAMN08476470,simple,8790,Dromaius novaehollandiae,emu_F1_brain,,,,,female,,no,,,,,,SRA658976,,public,6959836FA8D853A27DBE1DB774B71ABD,E42893040EBF0EC1FA85D965FD6D56D9
SRR6713510,2018-02-12 19:46:14,2018-02-12 19:41:50,28171240,4225686000,28171240,150,1829,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/006556/SRR6713510,SRX3686948,emu_F1_gonad,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946963,SAMN08476472,simple,8790,Dromaius novaehollandiae,emu_F1_gonad,,,,,female,,no,,,,,,SRA658976,,public,4904655A585B510C01B3993FDFFBA013,4A197A3EEC0B43507F62C4B344F36544
SRR6713511,2018-02-12 20:14:13,2018-02-12 19:43:46,31911951,4786792650,31911951,150,2075,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713511,SRX3686947,emu_F1_liver,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946964,SAMN08476471,simple,8790,Dromaius novaehollandiae,emu_F1_liver,,,,,female,,no,,,,,,SRA658976,,public,126289E74EF4E383DD21BBFB51D60E86,292B3955C04D36A599E06E2BDEFB50EC
SRR6713512,2018-02-12 20:14:13,2018-02-12 19:43:20,31979445,4796916750,31979445,150,2084,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713512,SRX3686946,emu_F2_brain,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946962,SAMN08476473,simple,8790,Dromaius novaehollandiae,emu_F2_brain,,,,,female,,no,,,,,,SRA658976,,public,77252D53E9DB76A64CAEEDDC52727A8B,D8BE3478B088D48F9E2FE25690F6D744
SRR6713513,2018-02-12 20:08:12,2018-02-12 19:42:38,32535753,4880362950,32535753,150,2129,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713513,SRX3686945,emu_F2_gonad,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946961,SAMN08476474,simple,8790,Dromaius novaehollandiae,emu_F2_gonad,,,,,female,,no,,,,,,SRA658976,,public,7F1B4BC32DAE045212163939D2C1A9C3,CF4B30CC42B238B4841C3FDDE28D8CBE
SRR6713514,2018-02-12 20:18:28,2018-02-12 19:46:34,41939386,6290907900,41939386,150,2720,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006556/SRR6713514,SRX3686944,emu(ctin)_UNK,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP132742,PRJNA433114,,433114,SRS2946960,SAMN08476475,simple,30464,Nothoprocta perdicaria,emu(ctin)_UNK,,,,,not determined,,no,,,,,,SRA658976,,public,EA4A7527621E735DDFECB4613AE7620F,5F49E3D50997C6CC05C89E2ACFE9E472
SRR6726365,2018-02-20 16:08:59,2018-02-14 13:11:05,42406786,12722035800,42406786,300,5298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726365,SRX3699453,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958929,SAMN08536173,simple,9031,Gallus gallus,GSM3003845,,,,,,,no,,,,,GEO,SRA659476,,public,7E8F5B6F7781EA51412400F767B7DE4E,8B43BC8E33260F150BF83900329A1AB1
SRR6726366,2018-02-20 16:08:59,2018-02-14 13:04:10,26895700,8068710000,26895700,300,3393,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726366,SRX3699454,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958928,SAMN08536172,simple,9031,Gallus gallus,GSM3003846,,,,,,,no,,,,,GEO,SRA659476,,public,7BF05B2F9422F93D57A3EAFDD43DF13B,A7424DC1B53015D8D5DCAD9F2A17253D
SRR6726367,2018-02-20 16:08:59,2018-02-14 13:13:07,40763262,12228978600,40763262,300,4850,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726367,SRX3699455,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958930,SAMN08536171,simple,9031,Gallus gallus,GSM3003847,,,,,,,no,,,,,GEO,SRA659476,,public,2DDBD0C159A700273ADED4D8F7838DF3,B6C1763849A2061B861523963E18C901
SRR6726368,2018-02-20 16:08:59,2018-02-14 13:11:57,35581725,10674517500,35581725,300,4413,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726368,SRX3699456,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958931,SAMN08536170,simple,9031,Gallus gallus,GSM3003848,,,,,,,no,,,,,GEO,SRA659476,,public,15DA39711EDDD8B9C445CDC41968F2E8,349D25EE7A1DE4FAC30E469641253EDB
SRR6726369,2018-02-20 16:08:59,2018-02-14 13:12:21,40244642,12073392600,40244642,300,4958,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726369,SRX3699457,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958932,SAMN08536169,simple,9031,Gallus gallus,GSM3003849,,,,,,,no,,,,,GEO,SRA659476,,public,DC9871476D02FA7677296F4AD6EFB811,E12A63DC1EEC732EB717D9A26B88D3CD
SRR6726370,2018-02-20 16:09:00,2018-02-14 13:10:18,34874828,10462448400,34874828,300,4303,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/006568/SRR6726370,SRX3699458,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP132864,PRJNA434089,,434089,SRS2958933,SAMN08536168,simple,9031,Gallus gallus,GSM3003850,,,,,,,no,,,,,GEO,SRA659476,,public,8681A604A2DCF739D9D4747767338FB5,A86F10FF5D71214A91087156508350D3
SRR6756987,2018-02-21 01:04:12,2018-02-21 01:02:41,23210219,1160510950,0,50,583,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756987,SRX3729596,11,miRNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986821,SAMN08574270,simple,9031,Gallus gallus,10 weeks Lushi chicken liver + 17beta-estrogen treated (LE10-2) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,6DB8EF64EA6E19DEA9FFCAF5C645F61A,01AF9E5686145E1108AF0FFD2FC5EDE4
SRR6756988,2018-02-21 01:46:11,2018-02-21 01:37:42,66488185,19946455500,66488185,300,6810,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756988,SRX3729595,2,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986822,SAMN08574267,simple,9031,Gallus gallus,10 weeks Lushi chicken liver (L10-2) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,B423F8FAC55A288E5EC62A036DC1A269,A46A47427CC0D3D5F2862E499D3A9455
SRR6756989,2018-02-21 01:04:12,2018-02-21 01:02:27,23224147,1161207350,0,50,632,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756989,SRX3729594,9,miRNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986825,SAMN08574268,simple,9031,Gallus gallus,10 weeks Lushi chicken liver (L10-3) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,1468C10D0947634BB03BEFAC35BDFD73,482D1DB85064FD745FA859EEA6E15CC3
SRR6756990,2018-02-21 02:09:12,2018-02-21 01:59:30,82024140,24607242000,82024140,300,8364,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756990,SRX3729593,4,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986824,SAMN08574269,simple,9031,Gallus gallus,10 weeks Lushi chicken liver + 17beta-estrogen treated (LE10-1) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,37CB2974B52C37AF43483A9A0C8A722D,4B7A9939914304400E24B3495B20E263
SRR6756991,2018-02-21 01:07:12,2018-02-21 01:04:17,24356179,1217808950,0,50,620,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756991,SRX3729592,10,miRNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986824,SAMN08574269,simple,9031,Gallus gallus,10 weeks Lushi chicken liver + 17beta-estrogen treated (LE10-1) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,592FF39C77620E157C9F014B76ED304E,1FDE5367D5E7C71648BA19E97C5BEA68
SRR6756992,2018-02-21 01:55:11,2018-02-21 01:47:42,58591022,17577306600,58591022,300,5931,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756992,SRX3729591,3,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986825,SAMN08574268,simple,9031,Gallus gallus,10 weeks Lushi chicken liver (L10-3) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,995581D95C377C60D2AAF323E7697052,97EBE5BD8F0D34FAB22FB4F0F0BD8713
SRR6756995,2018-02-21 01:53:15,2018-02-21 01:44:02,64268385,19280515500,64268385,300,6513,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756995,SRX3729588,1,RNA-Seq,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986823,SAMN08574266,simple,9031,Gallus gallus,10 weeks Lushi chicken liver (L10-1) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,73375782C795FE6E812D86C65295536A,01453B428CC303C6ED529BCA51B1764E
SRR6756996,2018-02-21 01:07:12,2018-02-21 01:03:52,26224095,1311204750,0,50,653,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756996,SRX3729587,12,miRNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986820,SAMN08574271,simple,9031,Gallus gallus,10 weeks Lushi chicken liver + 17beta-estrogen treated (LE10-3) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,221D9877FDF5000A1A2572055C6E70F8,F3CCD9066491129987FEAFE959DDA043
SRR6756997,2018-02-21 01:05:12,2018-02-21 01:03:31,21581833,1079091650,0,50,596,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/006598/SRR6756997,SRX3729586,7,miRNA-Seq,RT-PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP133195,PRJNA434773,,434773,SRS2986823,SAMN08574266,simple,9031,Gallus gallus,10 weeks Lushi chicken liver (L10-1) RNA-seq,,,,,female,,no,,,,,,SRA660677,,public,DBCEF9B06C330A49B301C75CA97A1A4B,BF66D770F977E4A28617FE92C4041D56
